"gid","landcover_","landcove_1","lighting_r","lst_celsiu","uhi_intens","no2","geom"
1367,"6","Built area","32.343868668014942","29.504406895466165","0.801790785345503","0.000164277932996","01060000000100000001030000000100000005000000CDCCCCCCCC5453400000000000803C40CDCCCCCCCC5453409A99999999813C40E17A14AE475553409A99999999813C40E17A14AE475553400000000000803C40CDCCCCCCCC5453400000000000803C40"
1448,"6","Built area","33.023395486780110","29.625894281476651","0.923278171355989","0.000166904350060","01060000000100000001030000000100000005000000CDCCCCCCCC5453409999999999813C40CDCCCCCCCC5453403333333333833C40E17A14AE475553403333333333833C40E17A14AE475553409999999999813C40CDCCCCCCCC5453409999999999813C40"
1449,"6","Built area","26.248752372059808","29.382806604513974","0.680190494393312","0.000165628080521","01060000000100000001030000000100000005000000E27A14AE475553409999999999813C40E27A14AE475553403333333333833C40F6285C8FC25553403333333333833C40F6285C8FC25553409999999999813C40E27A14AE475553409999999999813C40"
1450,"6","Built area","16.850473665343930","28.930822072072097","0.228205961951435","0.000164530409960","01060000000100000001030000000100000005000000F6285C8FC25553409999999999813C40F6285C8FC25553403333333333833C400AD7A3703D5653403333333333833C400AD7A3703D5653409999999999813C40F6285C8FC25553409999999999813C40"
1370,"4","Crops","12.062238448374980","28.154592699406734",NULL,"0.000161212569059","010600000001000000010300000001000000050000000BD7A3703D5653400000000000803C400BD7A3703D5653409A99999999813C401F85EB51B85653409A99999999813C401F85EB51B85653400000000000803C400BD7A3703D5653400000000000803C40"
1369,"6","Built area","17.196666917623396","28.685566142427597","-0.017049967693069","0.000161295136684","01060000000100000001030000000100000005000000F6285C8FC25553400000000000803C40F6285C8FC25553409A99999999813C400AD7A3703D5653409A99999999813C400AD7A3703D5653400000000000803C40F6285C8FC25553400000000000803C40"
1050,"6","Built area","5.843910591827857","27.792611872146143","-0.910004237974516","0.000146145247317","010600000001000000010300000001000000050000005D8FC2F5285853409999999999793C405D8FC2F52858534033333333337B3C40713D0AD7A358534033333333337B3C40713D0AD7A35853409999999999793C405D8FC2F5285853409999999999793C40"
970,"6","Built area","6.465886867529637","27.996243571506739","-0.706372538613923","0.000141780076739","01060000000100000001030000000100000005000000713D0AD7A35853400000000000783C40713D0AD7A35853409A99999999793C4085EB51B81E5953409A99999999793C4085EB51B81E5953400000000000783C40713D0AD7A35853400000000000783C40"
969,"6","Built area","5.203026990263297","28.016270015698620","-0.686346094422042","0.000143465856878","010600000001000000010300000001000000050000005D8FC2F5285853400000000000783C405D8FC2F5285853409A99999999793C40713D0AD7A35853409A99999999793C40713D0AD7A35853400000000000783C405D8FC2F5285853400000000000783C40"
971,"6","Built area","6.198060711157867","27.978421052631571","-0.724195057489087","0.000140741774762","0106000000010000000103000000010000000500000086EB51B81E5953400000000000783C4086EB51B81E5953409A99999999793C409A999999995953409A99999999793C409A999999995953400000000000783C4086EB51B81E5953400000000000783C40"
567,"4","Crops","5.140860205356026","28.158319473319501",NULL,"0.000127778205498","010600000001000000010300000001000000050000009A999999995953400000000000703C409A999999995953409A99999999713C40AE47E17A145A53409A99999999713C40AE47E17A145A53400000000000703C409A999999995953400000000000703C40"
566,"4","Crops","5.166483912861970","28.208587127158591",NULL,"0.000129515928167","0106000000010000000103000000010000000500000086EB51B81E5953400000000000703C4086EB51B81E5953409A99999999713C409A999999995953409A99999999713C409A999999995953400000000000703C4086EB51B81E5953400000000000703C40"
565,"4","Crops","4.021798945762017","28.318854935019349",NULL,"0.000130108305657","01060000000100000001030000000100000005000000713D0AD7A35853400000000000703C40713D0AD7A35853409A99999999713C4085EB51B81E5953409A99999999713C4085EB51B81E5953400000000000703C40713D0AD7A35853400000000000703C40"
564,"4","Crops","3.988701427967913","28.326127681841989",NULL,"0.000130170965691","010600000001000000010300000001000000050000005D8FC2F5285853400000000000703C405D8FC2F5285853409A99999999713C40713D0AD7A35853409A99999999713C40713D0AD7A35853400000000000703C405D8FC2F5285853400000000000703C40"
645,"4","Crops","3.614197629529077","28.325021803593277",NULL,"0.000132076049425","010600000001000000010300000001000000050000005D8FC2F5285853409999999999713C405D8FC2F5285853403333333333733C40713D0AD7A35853403333333333733C40713D0AD7A35853409999999999713C405D8FC2F5285853409999999999713C40"
646,"4","Crops","3.735229275627330","28.254080380086165",NULL,"0.000131946857674","01060000000100000001030000000100000005000000713D0AD7A35853409999999999713C40713D0AD7A35853403333333333733C4085EB51B81E5953403333333333733C4085EB51B81E5953409999999999713C40713D0AD7A35853409999999999713C40"
647,"4","Crops","4.225313475576498","28.076113727542324",NULL,"0.000131323135908","0106000000010000000103000000010000000500000086EB51B81E5953409999999999713C4086EB51B81E5953403333333333733C409A999999995953403333333333733C409A999999995953409999999999713C4086EB51B81E5953409999999999713C40"
648,"4","Crops","4.260008413514238","28.000910748805520",NULL,"0.000129352977509","010600000001000000010300000001000000050000009A999999995953409999999999713C409A999999995953403333333333733C40AE47E17A145A53403333333333733C40AE47E17A145A53409999999999713C409A999999995953409999999999713C40"
726,"4","Crops","3.626247937522490","27.965143903715351",NULL,"0.000136100369591","010600000001000000010300000001000000050000005D8FC2F5285853403333333333733C405D8FC2F528585340CDCCCCCCCC743C40713D0AD7A3585340CDCCCCCCCC743C40713D0AD7A35853403333333333733C405D8FC2F5285853403333333333733C40"
727,"4","Crops","3.648578705521405","27.904337454863800",NULL,"0.000135769195100","01060000000100000001030000000100000005000000713D0AD7A35853403333333333733C40713D0AD7A3585340CDCCCCCCCC743C4085EB51B81E595340CDCCCCCCCC743C4085EB51B81E5953403333333333733C40713D0AD7A35853403333333333733C40"
807,"4","Crops","3.815768460969668","27.905714460143049",NULL,"0.000137873321149","010600000001000000010300000001000000050000005D8FC2F528585340CCCCCCCCCC743C405D8FC2F5285853406666666666763C40713D0AD7A35853406666666666763C40713D0AD7A3585340CCCCCCCCCC743C405D8FC2F528585340CCCCCCCCCC743C40"
808,"4","Crops","3.835650372746829","27.892128279074957",NULL,"0.000137671104847","01060000000100000001030000000100000005000000713D0AD7A3585340CCCCCCCCCC743C40713D0AD7A35853406666666666763C4085EB51B81E5953406666666666763C4085EB51B81E595340CCCCCCCCCC743C40713D0AD7A3585340CCCCCCCCCC743C40"
809,"4","Crops","3.906607433825782","27.796218457101684",NULL,"0.000137304926360","0106000000010000000103000000010000000500000086EB51B81E595340CCCCCCCCCC743C4086EB51B81E5953406666666666763C409A999999995953406666666666763C409A99999999595340CCCCCCCCCC743C4086EB51B81E595340CCCCCCCCCC743C40"
